3.73	-67.409	49.235	1986	11	9	19	57	0	1.37	NaN	NaN	NaN	NaN	58	NaN	0.00011695	0.22631	NaN	NaN	NaN	NaN	-0.74483	NaN	NaN	NaN
3.72	-100.7	35.76	2008	10	14	3	7	28	2.48	NaN	NaN	NaN	NaN	0	NaN	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN
3.71	-69.857	47.717	1989	3	9	9	41	0	1.47	0.80557	0.0071115	-1.7356	0.0088359	100	73.726	0.00042933	0.84858	0.67111	0.018538	2.8609	0.039758	13.649	0.58564	0.59768	0.57384
3.71	-91.72	36.8	2003	8	16	5	9	20	2.39	NaN	NaN	NaN	NaN	7	NaN	5.3271e-05	0.1283	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN
3.7	-70.4	44.49	1983	5	29	5	45	0	1.87	NaN	NaN	NaN	NaN	5	NaN	3.2778e-05	0.067284	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN
3.7	-71.91	44.29	1995	6	16	12	13	11	2.5	NaN	NaN	NaN	NaN	1	NaN	1.9884e-05	0.047619	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN
3.7	-81.54	49.52	2006	12	7	4	44	59.2	1.17	NaN	NaN	NaN	NaN	6	NaN	2.19e-05	0.052446	NaN	NaN	NaN	NaN	2.3943	NaN	NaN	NaN
3.7	-74.72	46.17	1998	7	30	8	57	22	1.27	1.0001	0.00025751	-1.9679	0.00039774	57	141.16	8.1308e-05	0.16134	0.81043	0.02469	2.9287	0.048265	0.7981	1.0033	1.0042	1.0024
3.7	-90.934	33.198	2019	1	8	22	26	33.06	2.45	NaN	NaN	NaN	NaN	0	NaN	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN
3.7	-92.406	36.128	2019	9	12	6	42	22.28	2.34	NaN	NaN	NaN	NaN	1	NaN	3.9399e-05	0.037741	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN
3.7	-101.92	50.711	2016	9	5	10	40	51.6	2.36	NaN	NaN	NaN	NaN	2	NaN	6.91e-05	0.16548	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN
3.69	-89.44	36.136	2019	4	24	10	56	54.1	2.08	NaN	NaN	NaN	NaN	160	NaN	0.0022293	4.8102	NaN	NaN	NaN	NaN	61.252	NaN	NaN	NaN
3.68	-104.63	32.591	1999	3	14	22	43	17.9	2.38	0.8448	0.067174	-0.84731	0.16806	24	2.5723e+09	1.3904e-05	0.032919	0.64468	0.033039	2.952	0.10167	8.3572	0.97898	1.4416	0.66484
3.68	-103.42	43.043	2011	11	14	6	51	38.3	2.48	NaN	NaN	NaN	NaN	1	NaN	0	0	NaN	NaN	NaN	NaN	2.0893	NaN	NaN	NaN
3.68	-102.5	43.313	1990	1	28	4	59	59.1	2.48	NaN	NaN	NaN	NaN	1	NaN	0	0	NaN	NaN	NaN	NaN	2.0893	NaN	NaN	NaN
3.68	-104.81	39.29	1994	12	25	19	6	7.5	2.38	NaN	NaN	NaN	NaN	0	NaN	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN
3.68	-87.07	39.22	1984	7	28	23	39	27.4	2.5	NaN	NaN	NaN	NaN	0	NaN	3.013e-06	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN
3.68	-97.596	34.774	1995	1	18	15	51	39.4	2.33	0.84333	0.031798	-3.089	0.058343	49	355.05	0.00088404	1.9884	2.4293	0.17267	7.4212	0.448	29.25	1.5506	1.7736	1.3557
3.67	-76.284	47.063	1990	11	15	13	47	15.7	1.47	0.78813	0.18821	-1.9386	0.41147	66	397.48	9.8067e-05	0.20522	0.80168	0.02652	3.0259	0.055119	4.7035	0.66854	1.7242	0.25921
3.67	-74.99	45.57	1998	4	18	16	22	52	1.47	NaN	NaN	NaN	NaN	17	NaN	5.8934e-05	0.059461	NaN	NaN	NaN	NaN	-1.2828	NaN	NaN	NaN
3.67	-76.88	47.08	2007	10	1	16	42	8	1.37	NaN	NaN	NaN	NaN	20	NaN	6.6127e-05	0.1311	NaN	NaN	NaN	NaN	-0.42759	NaN	NaN	NaN
3.67	-71.621	46.501	2010	7	23	17	24	21.4	1.47	NaN	NaN	NaN	NaN	4	NaN	1.3602e-05	0.032023	NaN	NaN	NaN	NaN	1.7104	NaN	NaN	NaN
